ActivityName,Address,Card,Content,DiscountType,GoogleAddress,Latitude,Longutitude,Remark,StoreBranchName,Tel,Time,_id
Openpoint積點,台北市中正區忠孝西路一段49號B3,iCASH聯名卡,消費1元累積Openpoint點數1點,食,100台灣台北市中正區忠孝西路一段49號,25.0460841,121.518607,,Semeur聖娜北站門市,02-2311-2786,,5a44b9b900775d838d414ccb
Openpoint積點,台北市忠孝東路七段369號B棟1樓,iCASH聯名卡,消費1元累積Openpoint點數1點,食,115台灣台北市南港區忠孝東路七段369號CITYLINK南港店B棟1樓,25.0526568,121.606164,,Semeur聖娜南港門市,02-2789-0568,,5a44b9b900775d838d414ccc
Openpoint積點,台北市北投區石牌路二段10號1F,iCASH聯名卡,消費1元累積Openpoint點數1點,食,112台灣台北市北投區石牌路二段10號,25.1154019,121.5155863,,Semeur聖娜石牌門市,02-2828-0368,,5a44b9b900775d838d414ccd
Openpoint積點,台北市中山區忠孝西路一段49號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,100台灣台北市中正區忠孝西路一段49號,25.0460841,121.518607,,Semeur聖娜站前門市,02-2311-3198,,5a44b9b900775d838d414cce
Openpoint積點,台北市大同區重慶北路三段253號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,103台灣台北市大同區重慶北路三段253號,25.071516,121.514022,,聖德科斯重慶酒泉門市,02-2599-5670,,5a44b9b900775d838d414ccf
Openpoint積點,台北市大同區民生西路69號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,103台灣台北市大同區民生西路69號,25.0576786,121.5199822,,聖德科斯雙連站門市,02-2557-7838,,5a44b9b900775d838d414cd0
Openpoint積點,台北市大安區復興南路二段159號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區復興南路二段159號,25.0279699,121.5437443,,聖德科斯復興瑞安門市,02-2700-9339,,5a44b9b900775d838d414cd1
Openpoint積點,台北市大安區信義路四段141號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區信義路四段141號,25.0334258,121.5495407,,聖德科斯新信義門市,02-2701-3552,,5a44b9b900775d838d414cd2
Openpoint積點,台北市大安區羅斯福路三段283巷5號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區羅斯福路三段283巷5號,25.0183599,121.5314602,,聖德科斯台大門市,02-2369-6792,,5a44b9b900775d838d414cd3
Openpoint積點,台北市大安區和平東路三段109號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區和平東路三段109號,25.0246051,121.551239,,聖德科斯和平安和門市,02-2739-6988,,5a44b9b900775d838d414cd4
Openpoint積點,台北市大安區和平東路三段246號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區和平東路三段246號,25.0217691,121.5550222,,聖德科斯和平安居門市,02-2377-5286,,5a44b9b900775d838d414cd5
Openpoint積點,台北市大安區仁愛路四段18號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區仁愛路四段18號,25.0376323,121.5463534,,聖德科斯仁愛醫門市,02-2701-6397,,5a44b9b900775d838d414cd6
Openpoint積點,台北市大安區泰順街15號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區泰順街15號,25.025087,121.531542,,聖德科斯師大門市,02-2362-6380,,5a44b9b900775d838d414cd7
Openpoint積點,台北市大安區信義路四段40號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區信義路四段40號,25.0331862,121.5449643,,聖德科斯大安站門市,02-2702-5700,,5a44b9b900775d838d414cd8
Openpoint積點,台北市士林區士東路91巷3號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,111台灣台北市士林區士東路91巷3號,25.1126031,121.5291502,,聖德科斯士東門市,02-2874-8571,,5a44b9b900775d838d414cd9
Openpoint積點,台北市士林區中正路336號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,111台灣台北市士林區中正路336號,25.094597,121.52219,,聖德科斯士林門市,02-2831-5011,,5a44b9b900775d838d414cda
Openpoint積點,台北市士林區天母西路28號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,111台灣台北市士林區天母西路28號,25.1183149,121.5266043,,聖德科斯天母門市,02-2873-1023,,5a44b9b900775d838d414cdb
Openpoint積點,台北市文山區羅斯福路六段210號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,116台灣台北市文山區羅斯福路六段210號,24.9935095,121.5407654,,聖德科斯景美站門市,02-2930-2788,,5a44b9b900775d838d414cdc
Openpoint積點,台北市文山區興隆路三段14號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,116台灣台北市文山區興隆路三段14號,25.0006012,121.5547389,,聖德科斯萬芳門市,02-2931-6757,,5a44b9b900775d838d414cdd
Openpoint積點,台北市中山區北安路486號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,10491台灣台北市中山區北安路486號,25.079635,121.545382,,聖德科斯大直北安門市,02-8509-1101,,5a44b9b900775d838d414cde
Openpoint積點,台北市中山區八德路二段318號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,10491台灣台北市中山區八德路二段318號,25.0472,121.542931,,聖德科斯復興八德門市,02-2771-2727,,5a44b9b900775d838d414cdf
Openpoint積點,台北市中山區復興北路50號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,10491台灣台北市中山區復興北路50號,25.0497519,121.5437123,,聖德科斯復興朱崙門市,02-2731-8332,,5a44b9b900775d838d414ce0
Openpoint積點,台北市中正區博愛路146號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,100台灣台北市中正區博愛路146號,25.042629,121.511384,,聖德科斯博愛衡陽門市,02-2388-1377,,5a44b9b900775d838d414ce1
Openpoint積點,台北市中正區連雲街74-2號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,100台灣台北市中正區連雲街74-2號,25.034303,121.529991,,聖德科斯連雲門市,02-2358-1353,,5a44b9b900775d838d414ce2
Openpoint積點,台北市中正區南昌路一段113號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,100台灣台北市中正區南昌路一段113號,25.0300704,121.5182297,,聖德科斯南昌門市,02-3322-1677,,5a44b9b900775d838d414ce3
Openpoint積點,台北市內湖區金湖路13號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,114台灣台北市內湖區金湖路13號,25.0835983,121.595404,,聖德科斯內湖成功門市,02-2794-8569,,5a44b9b900775d838d414ce4
Openpoint積點,台北市內湖區文德路8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,114台灣台北市內湖區文德路2-20號,25.0785334,121.5791861,,聖德科斯內湖文德門市,02-8797-1055,,5a44b9b900775d838d414ce5
Openpoint積點,台北市松山區南京東路五段260號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區南京東路五段260號,25.0511441,121.5665169,,聖德科斯南京東興門市,02-2765-8608,,5a44b9b900775d838d414ce6
Openpoint積點,台北市松山區敦化北路199巷2弄17號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區敦化北路199巷2弄17號,25.055157,121.550038,,聖德科斯敦北長庚門市,02-2712-1357,,5a44b9b900775d838d414ce7
Openpoint積點,台北市松山區八德路三段20-2號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區八德路三段20-2號,25.0481,121.5510974,,聖德科斯社教館門市,02-2570-3375,,5a44b9b900775d838d414ce8
Openpoint積點,台北市松山區南京東路四段113號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區南京東路四段113號,25.0518761,121.5548263,,聖德科斯新南京門市,02-8770-7939,,5a44b9b900775d838d414ce9
Openpoint積點,台北市松山區復興北路364號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區復興北路364號,25.0608655,121.5443058,,聖德科斯復興錦州門市,02-2502-8083,,5a44b9b900775d838d414cea
Openpoint積點,台北市松山區復興北路179號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區復興北路179號,25.0542432,121.544379,,聖德科斯復興長春門市,02-2716-8912,,5a44b9b900775d838d414ceb
Openpoint積點,台北市松山區民生東路五段99號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區民生東路五段99號,25.0588438,121.5598674,,聖德科斯民生門市,02-2747-2750,,5a44b9b900775d838d414cec
Openpoint積點,台北市信義區光復南路417之1號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區光復南路417-1號,25.0367888,121.5577192,,聖德科斯光復門市,02-2720-7800,,5a44b9b900775d838d414ced
Openpoint積點,台北市南港區忠孝東路六段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,115台灣台北市南港區忠孝東路六段8號,25.0453665,121.5831192,,聖德科斯後山埤門市,02-2652-2885,,5a44b9b900775d838d414cee
Openpoint積點,台北市信義區忠孝東路五段394號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段394號,25.040725,121.574533,,聖德科斯永春站門市,02-2720-1767,,5a44b9b900775d838d414cef
Openpoint積點,台北市信義區莊敬路382號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區莊敬路382號,25.0274269,121.565226,,聖德科斯莊敬門市,02-2758-3096,,5a44b9b900775d838d414cf0
Openpoint積點,台北市萬華區西園路二段213號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,108台灣台北市萬華區西園路二段213號,25.0271249,121.4942569,,聖德科斯西園門市,02-2303-1224,,5a44b9b900775d838d414cf1
Openpoint積點,台北市萬華區長沙街二段104號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,108台灣台北市萬華區長沙街二段104號,25.040333,121.504405,,聖德科斯長沙門市,02-2331-8388,,5a44b9b900775d838d414cf2
Openpoint積點,新北市蘆洲區長榮路24號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,247台灣新北市蘆洲區長榮路24號,25.0824631,121.4636551,,聖德科斯蘆洲長榮門市,02-8286-3497,,5a44b9b900775d838d414cf3
Openpoint積點,新北市三重區三和路四段219號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,241台灣新北市三重區三和路四段219號,25.07982,121.481753,,聖德科斯三重三和門市,02-8283-9887,,5a44b9b900775d838d414cf4
Openpoint積點,新北市土城區裕民路124號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,236台灣新北市土城區裕民路124號,24.9863645,121.451269,,聖德科斯土城裕民門市,02-8262-7833,,5a44b9b900775d838d414cf5
Openpoint積點,新北市三峽區大學路152號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,237台灣新北市三峽區大學路152號,24.945181,121.373785,,聖德科斯三峽北大門市,02-2672-3019,,5a44b9b900775d838d414cf6
Openpoint積點,新北市永和區中正路176號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,234台灣新北市永和區中正路176號,24.9966902,121.5152552,,聖德科斯永和中正門市,02-2940-1755,,5a44b9b900775d838d414cf7
Openpoint積點,新北市永和區福和路164號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,234台灣新北市永和區福和路164號,25.0081789,121.5211566,,聖德科斯永和福和門市,02-8928-9198,,5a44b9b900775d838d414cf8
Openpoint積點,新北市林口區文化三路一段457號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,244台灣新北市林口區文化三路一段457號,25.0761724,121.3701403,,聖德科斯林口文化門市,02-2608-6793,,5a44b9b900775d838d414cf9
Openpoint積點,新北市淡水區仁愛街14號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,247台灣新北市蘆洲區仁愛街14號,25.0926859,121.4724451,,聖德科斯淡水仁愛門市,02-2629-9599,,5a44b9b900775d838d414cfa
Openpoint積點,新北市新莊區中和街59巷8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,242台灣新北市新莊區中和街59巷8號,25.0469729,121.4470404,,聖德科斯新莊中和門市,02-2279-8385,,5a44b9b900775d838d414cfb
Openpoint積點,新北市新店區民權路49號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,231台灣新北市新店區民權路49號,24.9829032,121.5398044,,聖德科斯大坪林門市,02-2916-1141,,5a44b9b900775d838d414cfc
Openpoint積點,新北市新店區北新路一段267號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,231台灣新北市新店區北新路一段267號,24.96666,121.540771,,聖德科斯新店北新門市,02-2918-1609,,5a44b9b900775d838d414cfd
Openpoint積點,台北市內湖區民善街88號1樓,iCASH聯名卡,消費1元累積Openpoint點數1點,食,114台灣台北市內湖區民善街88號,25.0603252,121.5753816,,Mister Donut內湖門市(二代店),02-2791-3225,,5a44b9b900775d838d414cfe
Openpoint積點,台北市中正區忠孝西路一段49號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,100台灣台北市中正區忠孝西路一段49號,25.0460841,121.518607,,Mister Donut捷站門市(捷運台北車站3號出口),02-2371-3550,,5a44b9b900775d838d414cff
Openpoint積點,台北市中山區復興北路400號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,10491台灣台北市中山區復興北路400號,25.061682,121.544014,,Mister Donut復北門市(二代店/近捷運中山國中站),02-2518-1625,,5a44b9b900775d838d414d00
Openpoint積點,台北市士林區忠誠路二段200號3樓(新光三越天母店B棟),iCASH聯名卡,消費1元累積Openpoint點數1點,食,111台灣台北市士林區天母東路68號B1樓,25.1179863,121.5335523,,Mister Donut天母東門市,02-2874-9183,,5a44b9b900775d838d414d01
Openpoint積點,台北市信義區忠孝東路五段6號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段6號,25.04063,121.565295,,Mister Donut轉運門市(市府轉運站1樓),02-2722-8892,,5a44b9b900775d838d414d02
Openpoint積點,台北市信義區忠孝東路五段8號B2,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,Mister Donut台北時代門市(統一時代百貨B2),02-2723-8248,,5a44b9b900775d838d414d03
Openpoint積點,台北市信義區永吉里松山路11號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區松山路11號,25.0491901,121.5782994,,Mister Donut松山門市,02-2742-1471,,5a44b9b900775d838d414d04
Openpoint積點,台北市士林區德行西路47號1樓,iCASH聯名卡,消費1元累積Openpoint點數1點,食,111台灣台北市士林區德行西路47號,25.1052926,121.5225091,,Mister Donut芝山門市 (近捷運芝山站2號出口),02-2834-8861,,5a44b9b900775d838d414d05
Openpoint積點,台北市中正區寶慶路32之1號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,100台灣台北市中正區寶慶路32-1號,25.0417459,121.508652,,Mister Donut西門門市(西門捷運站站內，靠近6號出口),02-2388-1970,,5a44b9b900775d838d414d06
Openpoint積點,台北市松山區南京東路四段10-1號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,105台灣台北市松山區南京東路四段52巷10-1號,25.050657,121.553583,,Mister Donut小巨蛋門市(台北小巨蛋捷運站內2號出口),02-2545-1778,,5a44b9b900775d838d414d07
Openpoint積點,台北市南港區忠孝東路七段369號A棟,iCASH聯名卡,消費1元累積Openpoint點數1點,食,115台灣台北市南港區忠孝東路七段369號CITYLINK C1棟7樓,25.0522996,121.6045949,,Mister Donut南港門市,02-2651-4680,,5a44b9b900775d838d414d08
Openpoint積點,台北市大同區民生西路47號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,104台灣台北市民生西路47號,25.0578049,121.5206357,,Mister Donut雙連門市,02-2531-4420,,5a44b9b900775d838d414d09
Openpoint積點,台北市大安區復興南路2段235號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,106台灣台北市大安區復興南路二段235號,25.0261461,121.5436466,,Mister Donut復興門市,02-2709-7738,,5a44b9b900775d838d414d0a
Openpoint積點,台北市大同區民權西路72號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,104台灣台北市民權西路72號,25.0627315,121.5195346,,Mister Donut新民權西門市(民權西捷運站1號出口),02-2523-2903,,5a44b9b900775d838d414d0b
Openpoint積點,台北市內湖區舊宗路一段188號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,114台灣台北市內湖區舊宗路一段188號,25.0629017,121.5758964,,Mister Donut內湖大潤發,02-8792-2353,,5a44b9b900775d838d414d0c
Openpoint積點,新北市淡水區中正路1號(捷運淡水站),iCASH聯名卡,消費1元累積Openpoint點數1點,食,251台灣新北市淡水區中正路1號,25.1675313,121.4460158,,Mister Donut淡水門市(捷運淡水站),02-2626-1250,,5a44b9b900775d838d414d0d
Openpoint積點,新北市三重區重新路五段654號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,241台灣新北市三重區重新路五段654號,25.0432925,121.4675116,,Mister Donut重新門市(二代店/家樂福重新店),02-8512-1636,,5a44b9b900775d838d414d0e
Openpoint積點,新北市中和區中山路3段122號B2,iCASH聯名卡,消費1元累積Openpoint點數1點,食,235台灣新北市中和區中山路三段122號,25.0066732,121.4747785,,Mister Donut中環門市,02-2223-9862,,5a44b9b900775d838d414d0f
Openpoint積點,新北市新店區中興路三段1號1樓,iCASH聯名卡,消費1元累積Openpoint點數1點,食,231台灣新北市新店區中興路三段1號,24.9761049,121.5465953,,Mister Donut新店門市(家樂福新店店1樓),02-8914-5803,,5a44b9b900775d838d414d10
Openpoint積點,新北市板橋區縣民大道二段7號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,220台灣新北市板橋區縣民大道二段7號,25.0143985,121.4634922,,Mister Donut板站門市 (MRT板橋站/板橋火車站),02-8969-2237,,5a44b9b900775d838d414d11
Openpoint積點,新北市新店區北新路二段115號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,231台灣新北市新店區北新路二段115號,24.974853,121.5426869,,Mister Donut七張門市,02-2912-9941,,5a44b9b900775d838d414d12
Openpoint積點,新北市板橋區新站路28號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,220台灣新北市板橋區新站路28號新北市板橋區新站路28號遠東大樓 Mega Tower,25.0130279,121.4669529,,Mister Donut板橋大遠百門市 (MegaCity板橋大遠百B1),02-2956-2604,,5a44b9b900775d838d414d13
Openpoint積點,新北市三重區五華街282號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,241台灣新北市三重區五華街282號,25.0880018,121.4864733,,Mister Donut蘆洲門市(家樂福蘆洲店),02-2857-9843,,5a44b9b900775d838d414d14
Openpoint積點,新北市樹林區大安路118號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,238台灣新北市樹林區大安路118號,24.9966801,121.4210185,,Mister Donut樹林門市(家樂福樹林店),02-2683-1144,,5a44b9b900775d838d414d15
Openpoint積點,新北市中和區景平路486號1樓,iCASH聯名卡,消費1元累積Openpoint點數1點,食,235台灣新北市中和區景平路486號,24.9937247,121.5048049,,Mister Donut景安門市(景安捷運站站內),02-2242-2407,,5a44b9b900775d838d414d16
Openpoint積點,新北市板橋區貴興路101號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,220台灣新北市板橋區貴興路101號,25.002656,121.456195,,Mister Donut板橋愛買門市,02-7746-9177,,5a44b9b900775d838d414d17
Openpoint積點,新北市林口區文化三路一段356號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,244台灣新北市林口區文化三路一段356號,25.0707347,121.3639607,,Mister Donut林口三井 (誠品生活館區1F),02-2600-7984,,5a44b9b900775d838d414d18
Openpoint積點,新北市板橋區南雅南路2段17號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,220台灣新北市板橋區南雅南路二段17號,24.9974796,121.4523829,,Mister Donut亞東門市,02-8967-7475,,5a44b9b900775d838d414d19
Openpoint積點,臺北市內湖區舊宗路一段188號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,114台灣台北市內湖區舊宗路一段188號,25.0629017,121.5758964,,21風味館內湖大潤發門市,02-8792-7966,,5a44b9b900775d838d414d1a
Openpoint積點,臺北市大同區承德路一段1號B2,iCASH聯名卡,消費1元累積Openpoint點數1點,食,103台灣台北市大同區承德路一段1號,25.049308,121.5171935,,21風味館台北京站門市,02-2555-3021,,5a44b9b900775d838d414d1b
Openpoint積點,臺北市信義區忠孝東路五段8號(統一時代百貨B2),iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.04068,121.5654696,,21風味館台北時代門市,02-2722-8121,,5a44b9b900775d838d414d1c
Openpoint積點,新北市板橋區縣民大道二段7號B1,iCASH聯名卡,消費1元累積Openpoint點數1點,食,220台灣新北市板橋區縣民大道二段7號,25.0143985,121.4634922,,21風味館板橋環球門市,02-8969-2021,,5a44b9b900775d838d414d1d
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店Café& Meal MUJI,02-2729-9699,,5a44b9b900775d838d414d1e
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店添好運,02-2729-9699,,5a44b9b900775d838d414d1f
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店翰林茶棧,02-2729-9699,,5a44b9b900775d838d414d20
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店聖加海南雞飯,02-2729-9699,,5a44b9b900775d838d414d21
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店角頭炙燒牛排,02-2729-9699,,5a44b9b900775d838d414d22
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店可瑞安韓國料理,02-2729-9699,,5a44b9b900775d838d414d23
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店GUGU 廚房,02-2729-9699,,5a44b9b900775d838d414d24
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店奔匙翻滾手炒飯,02-2729-9699,,5a44b9b900775d838d414d25
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店府城,02-2729-9699,,5a44b9b900775d838d414d26
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店快樂地,02-2729-9699,,5a44b9b900775d838d414d27
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店小南門,02-2729-9699,,5a44b9b900775d838d414d28
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店勝政豬排,02-2729-9699,,5a44b9b900775d838d414d29
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店花月嵐,02-2729-9699,,5a44b9b900775d838d414d2a
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店三田製麵所,02-2729-9699,,5a44b9b900775d838d414d2b
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店東京咖哩,02-2729-9699,,5a44b9b900775d838d414d2c
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店TIGER TOPOKI,02-2729-9699,,5a44b9b900775d838d414d2d
Openpoint積點,台北市信義區忠孝東路五段8號,iCASH聯名卡,消費1元累積Openpoint點數1點,食,110台灣台北市信義區忠孝東路五段8號,25.0408461,121.5653964,,統一時代百貨台北店博多山海,02-2729-9699,,5a44b9b900775d838d414d2e
